weekdate,simple_countries,cumulative_prob
2020-03-15,uruguay,0
2020-03-15,us,0
2020-03-15,yemen,0
2020-03-22,afghanistan,0
2020-03-22,albania,0
2020-03-22,algeria,0
2020-03-22,andorra,0
2020-03-22,argentina,0
2020-03-22,armenia,0
2020-03-22,australia,0
2020-03-22,austria,0
2020-03-22,azerbaijan,0
2020-03-22,bangladesh,0
2020-03-22,belarus,0
2020-03-22,belgium,0
2020-03-22,bolivia,0
2020-03-22,bosniaandherzegovina,0
2020-03-22,brazil,0
2020-03-22,bulgaria,0
2020-03-22,burkinafaso,0
2020-03-22,cameroon,0
2020-03-22,canada,0
2020-03-22,chad,0
2020-03-22,chile,0
2020-03-22,china,1
2020-03-22,colombia,0
2020-03-22,cotedivoire,0
2020-03-22,croatia,0
2020-03-22,cuba,0
2020-03-22,czechia,0
2020-03-22,democraticcongo,0
2020-03-22,denmark,0
2020-03-22,dominicanrepublic,0
2020-03-22,ecuador,0
2020-03-22,egypt,0
2020-03-22,elsalvador,0
2020-03-22,estonia,0
2020-03-22,finland,0
2020-03-22,france,0
2020-03-22,germany,0
2020-03-22,ghana,0
2020-03-22,greece,0
2020-03-22,guatemala,0
2020-03-22,guinea,0
2020-03-22,haiti,0
2020-03-22,honduras,0
2020-03-22,hungary,0
2020-03-22,india,0
2020-03-22,indonesia,0
2020-03-22,iran,0
2020-03-22,iraq,0
2020-03-22,ireland,0
2020-03-22,israel,0
2020-03-22,italy,1
2020-03-22,japan,0
2020-03-22,kazakhstan,0
2020-03-22,kenya,0
2020-03-22,kosovo,0
2020-03-22,kuwait,0
2020-03-22,latvia,0
2020-03-22,lebanon,0
2020-03-22,liberia,0
2020-03-22,lithuania,0
2020-03-22,luxembourg,0
2020-03-22,malaysia,0
2020-03-22,mali,0
2020-03-22,mexico,0
2020-03-22,moldova,0
2020-03-22,morocco,0
2020-03-22,netherlands,0
2020-03-22,newzealand,0
2020-03-22,nicaragua,0
2020-03-22,niger,0
2020-03-22,nigeria,0
2020-03-22,northmacedonia,0
2020-03-22,norway,0
2020-03-22,oman,0
2020-03-22,pakistan,0
2020-03-22,panama,0
2020-03-22,peru,0
2020-03-22,philippines,0
2020-03-22,poland,0
2020-03-22,portugal,0
2020-03-22,qatar,0
2020-03-22,romania,0
2020-03-22,russia,0
2020-03-22,sanmarino,0
2020-03-22,saudiarabia,0
2020-03-22,senegal,0
2020-03-22,serbia,0
2020-03-22,sierraleone,0
2020-03-22,singapore,0
2020-03-22,slovakia,0
2020-03-22,slovenia,0
2020-03-22,somalia,0
2020-03-22,southafrica,0
2020-03-22,southkorea,1
2020-03-22,spain,0
2020-03-22,sudan,0
2020-03-22,sweden,0
2020-03-22,switzerland,0
2020-03-22,tajikistan,0
2020-03-22,tanzania,0
2020-03-22,thailand,0
2020-03-22,tunisia,0
2020-03-22,turkey,0
2020-03-22,ukraine,0
2020-03-22,unitedarabemirates,0
2020-03-22,unitedkingdom,0
2020-03-22,uruguay,0
2020-03-22,us,0
2020-03-22,yemen,0
2020-03-29,afghanistan,0
2020-03-29,albania,0
2020-03-29,algeria,0
2020-03-29,andorra,0.999376558603491
2020-03-29,argentina,0
2020-03-29,armenia,0
2020-03-29,australia,1
2020-03-29,austria,1
2020-03-29,azerbaijan,0
2020-03-29,bangladesh,0
2020-03-29,belarus,0
2020-03-29,belgium,0
2020-03-29,bolivia,0
2020-03-29,bosniaandherzegovina,0
2020-03-29,brazil,0
2020-03-29,bulgaria,0
2020-03-29,burkinafaso,0
2020-03-29,cameroon,0
2020-03-29,canada,0
2020-03-29,chad,0
2020-03-29,chile,0
2020-03-29,china,1
2020-03-29,colombia,0
2020-03-29,cotedivoire,0
2020-03-29,croatia,0
2020-03-29,cuba,0
2020-03-29,czechia,0
2020-03-29,democraticcongo,0
2020-03-29,denmark,0
2020-03-29,dominicanrepublic,0
2020-03-29,ecuador,0
2020-03-29,egypt,0
2020-03-29,elsalvador,0
2020-03-29,estonia,1
2020-03-29,finland,0
2020-03-29,france,0
2020-03-29,germany,1
2020-03-29,ghana,0
2020-03-29,greece,0
2020-03-29,guatemala,0
2020-03-29,guinea,0
2020-03-29,haiti,0
2020-03-29,honduras,0
2020-03-29,hungary,0
2020-03-29,india,0
2020-03-29,indonesia,0
2020-03-29,iran,0
2020-03-29,iraq,0
2020-03-29,ireland,0
2020-03-29,israel,1
2020-03-29,italy,1
2020-03-29,japan,0
2020-03-29,kazakhstan,0
2020-03-29,kenya,0
2020-03-29,kosovo,0
2020-03-29,kuwait,0
2020-03-29,latvia,0
2020-03-29,lebanon,0
2020-03-29,liberia,0
2020-03-29,lithuania,0
2020-03-29,luxembourg,1
2020-03-29,malaysia,0.94139650872818
2020-03-29,mali,0
2020-03-29,mexico,0
2020-03-29,moldova,0
2020-03-29,morocco,0
2020-03-29,netherlands,0
2020-03-29,newzealand,0
2020-03-29,nicaragua,0
2020-03-29,niger,0
2020-03-29,nigeria,0
2020-03-29,northmacedonia,0
2020-03-29,norway,1
2020-03-29,oman,0
2020-03-29,pakistan,0
2020-03-29,panama,0
2020-03-29,peru,0
2020-03-29,philippines,0
2020-03-29,poland,0
2020-03-29,portugal,0
2020-03-29,qatar,0
2020-03-29,romania,0
2020-03-29,russia,0
2020-03-29,sanmarino,0
2020-03-29,saudiarabia,0
2020-03-29,senegal,0
2020-03-29,serbia,0
2020-03-29,sierraleone,0
2020-03-29,singapore,0
2020-03-29,slovakia,0
2020-03-29,slovenia,1
2020-03-29,somalia,0
2020-03-29,southafrica,0
2020-03-29,southkorea,1
2020-03-29,spain,1
2020-03-29,sudan,0
2020-03-29,sweden,0
2020-03-29,switzerland,1
2020-03-29,tajikistan,0
2020-03-29,tanzania,0
2020-03-29,thailand,1
2020-03-29,tunisia,0
2020-03-29,turkey,0
2020-03-29,ukraine,0
2020-03-29,unitedarabemirates,0
2020-03-29,unitedkingdom,0
2020-03-29,uruguay,0.96072319201995
2020-03-29,us,0
2020-03-29,yemen,0
2020-04-05,afghanistan,0
2020-04-05,albania,0
2020-04-05,algeria,0
2020-04-05,andorra,0.999376558603491
2020-04-05,argentina,0
2020-04-05,armenia,0
2020-04-05,australia,1
2020-04-05,austria,1
2020-04-05,azerbaijan,0
2020-04-05,bangladesh,0
2020-04-05,belarus,0
2020-04-05,belgium,0
2020-04-05,bolivia,0
2020-04-05,bosniaandherzegovina,0
2020-04-05,brazil,0
2020-04-05,bulgaria,0
2020-04-05,burkinafaso,0
2020-04-05,cameroon,0
2020-04-05,canada,0
2020-04-05,chad,0
2020-04-05,chile,0
2020-04-05,china,1
2020-04-05,colombia,0
2020-04-05,cotedivoire,0
2020-04-05,croatia,1
2020-04-05,cuba,0
2020-04-05,czechia,1
2020-04-05,democraticcongo,0
2020-04-05,denmark,0
2020-04-05,dominicanrepublic,0
2020-04-05,ecuador,0
2020-04-05,egypt,0
2020-04-05,elsalvador,0
2020-04-05,estonia,1
2020-04-05,finland,1
2020-04-05,france,0
2020-04-05,germany,1
2020-04-05,ghana,0
2020-04-05,greece,0
2020-04-05,guatemala,0
2020-04-05,guinea,0
2020-04-05,haiti,0
2020-04-05,honduras,0
2020-04-05,hungary,0
2020-04-05,india,0
2020-04-05,indonesia,0
2020-04-05,iran,0.832917705735661
2020-04-05,iraq,0
2020-04-05,ireland,0
2020-04-05,israel,1
2020-04-05,italy,1
2020-04-05,japan,0
2020-04-05,kazakhstan,0
2020-04-05,kenya,0
2020-04-05,kosovo,0
2020-04-05,kuwait,0
2020-04-05,latvia,1
2020-04-05,lebanon,0
2020-04-05,liberia,0
2020-04-05,lithuania,0
2020-04-05,luxembourg,1
2020-04-05,malaysia,0.94139650872818
2020-04-05,mali,0
2020-04-05,mexico,0
2020-04-05,moldova,0
2020-04-05,morocco,0
2020-04-05,netherlands,0
2020-04-05,newzealand,0.5
2020-04-05,nicaragua,0
2020-04-05,niger,0
2020-04-05,nigeria,0
2020-04-05,northmacedonia,0
2020-04-05,norway,1
2020-04-05,oman,0
2020-04-05,pakistan,0
2020-04-05,panama,0
2020-04-05,peru,0
2020-04-05,philippines,0.718827930174564
2020-04-05,poland,0
2020-04-05,portugal,0
2020-04-05,qatar,0
2020-04-05,romania,0
2020-04-05,russia,0
2020-04-05,sanmarino,0
2020-04-05,saudiarabia,0
2020-04-05,senegal,0
2020-04-05,serbia,0
2020-04-05,sierraleone,0
2020-04-05,singapore,0
2020-04-05,slovakia,0
2020-04-05,slovenia,1
2020-04-05,somalia,0
2020-04-05,southafrica,0
2020-04-05,southkorea,1
2020-04-05,spain,1
2020-04-05,sudan,0
2020-04-05,sweden,0
2020-04-05,switzerland,1
2020-04-05,tajikistan,0
2020-04-05,tanzania,0
2020-04-05,thailand,1
2020-04-05,tunisia,0.999376558603491
2020-04-05,turkey,0
2020-04-05,ukraine,0
2020-04-05,unitedarabemirates,0
2020-04-05,unitedkingdom,0
2020-04-05,uruguay,0.96072319201995
2020-04-05,us,0
2020-04-05,yemen,0
2020-04-12,afghanistan,0
2020-04-12,albania,0
2020-04-12,algeria,0
2020-04-12,andorra,0.999376558603491
2020-04-12,argentina,0
2020-04-12,armenia,0
2020-04-12,australia,1
2020-04-12,austria,1
2020-04-12,azerbaijan,0
2020-04-12,bangladesh,0
2020-04-12,belarus,0
2020-04-12,belgium,0
2020-04-12,bolivia,0
2020-04-12,bosniaandherzegovina,0
2020-04-12,brazil,0
2020-04-12,bulgaria,0
2020-04-12,burkinafaso,0.499844091050826
2020-04-12,cameroon,0
2020-04-12,canada,0.981296758104738
2020-04-12,chad,0
2020-04-12,chile,0
2020-04-12,china,1
2020-04-12,colombia,0
2020-04-12,cotedivoire,0
2020-04-12,croatia,1
2020-04-12,cuba,0
2020-04-12,czechia,1
2020-04-12,democraticcongo,0
2020-04-12,denmark,1
2020-04-12,dominicanrepublic,0
2020-04-12,ecuador,0
2020-04-12,egypt,0
2020-04-12,elsalvador,0
2020-04-12,estonia,1
2020-04-12,finland,1
2020-04-12,france,0
2020-04-12,germany,1
2020-04-12,ghana,0
2020-04-12,greece,0
2020-04-12,guatemala,0
2020-04-12,guinea,0
2020-04-12,haiti,0
2020-04-12,honduras,0
2020-04-12,hungary,1
2020-04-12,india,0
2020-04-12,indonesia,0
2020-04-12,iran,0.832917705735661
2020-04-12,iraq,0
2020-04-12,ireland,1
2020-04-12,israel,1
2020-04-12,italy,1
2020-04-12,japan,0
2020-04-12,kazakhstan,0
2020-04-12,kenya,0
2020-04-12,kosovo,0
2020-04-12,kuwait,0
2020-04-12,latvia,1
2020-04-12,lebanon,0
2020-04-12,liberia,0.327452667814114
2020-04-12,lithuania,0
2020-04-12,luxembourg,1
2020-04-12,malaysia,0.94139650872818
2020-04-12,mali,0
2020-04-12,mexico,0
2020-04-12,moldova,0
2020-04-12,morocco,0
2020-04-12,netherlands,1
2020-04-12,newzealand,1
2020-04-12,nicaragua,0
2020-04-12,niger,1
2020-04-12,nigeria,0
2020-04-12,northmacedonia,0
2020-04-12,norway,1
2020-04-12,oman,0
2020-04-12,pakistan,0
2020-04-12,panama,0
2020-04-12,peru,0
2020-04-12,philippines,0.718827930174564
2020-04-12,poland,0
2020-04-12,portugal,0.999376558603491
2020-04-12,qatar,0
2020-04-12,romania,0.984413965087282
2020-04-12,russia,0
2020-04-12,sanmarino,0.5
2020-04-12,saudiarabia,0
2020-04-12,senegal,0
2020-04-12,serbia,0
2020-04-12,sierraleone,0
2020-04-12,singapore,0
2020-04-12,slovakia,0
2020-04-12,slovenia,1
2020-04-12,somalia,0
2020-04-12,southafrica,0
2020-04-12,southkorea,1
2020-04-12,spain,1
2020-04-12,sudan,0
2020-04-12,sweden,0
2020-04-12,switzerland,1
2020-04-12,tajikistan,0
2020-04-12,tanzania,0
2020-04-12,thailand,1
2020-04-12,tunisia,0.999376558603491
2020-04-12,turkey,0.997506234413965
2020-04-12,ukraine,0
2020-04-12,unitedarabemirates,0
2020-04-12,unitedkingdom,0.993765586034913
2020-04-12,uruguay,0.96072319201995
2020-04-12,us,0
2020-04-12,yemen,0
2020-04-19,afghanistan,0
2020-04-19,albania,0
2020-04-19,algeria,0
2020-04-19,andorra,0.999376558603491
2020-04-19,argentina,0
2020-04-19,armenia,0
2020-04-19,australia,1
2020-04-19,austria,1
2020-04-19,azerbaijan,0
2020-04-19,bangladesh,0
2020-04-19,belarus,0
2020-04-19,belgium,1
2020-04-19,bolivia,0
2020-04-19,bosniaandherzegovina,0
2020-04-19,brazil,0
2020-04-19,bulgaria,0
2020-04-19,burkinafaso,0.499844091050826
2020-04-19,cameroon,0
2020-04-19,canada,0.981296758104738
2020-04-19,chad,0
2020-04-19,chile,0
2020-04-19,china,1
2020-04-19,colombia,0
2020-04-19,cotedivoire,0
2020-04-19,croatia,1
2020-04-19,cuba,0
2020-04-19,czechia,1
2020-04-19,democraticcongo,0
2020-04-19,denmark,1
2020-04-19,dominicanrepublic,0
2020-04-19,ecuador,0
2020-04-19,egypt,0
2020-04-19,elsalvador,0
2020-04-19,estonia,1
2020-04-19,finland,1
2020-04-19,france,1
2020-04-19,germany,1
2020-04-19,ghana,0
2020-04-19,greece,0
2020-04-19,guatemala,0
2020-04-19,guinea,0
2020-04-19,haiti,0
2020-04-19,honduras,0
2020-04-19,hungary,1
2020-04-19,india,0
2020-04-19,indonesia,0
2020-04-19,iran,0.832917705735661
2020-04-19,iraq,0
2020-04-19,ireland,1
2020-04-19,israel,1
2020-04-19,italy,1
2020-04-19,japan,1
2020-04-19,kazakhstan,0
2020-04-19,kenya,0
2020-04-19,kosovo,0.999376558603491
2020-04-19,kuwait,0
2020-04-19,latvia,1
2020-04-19,lebanon,0
2020-04-19,liberia,0.654905335628227
2020-04-19,lithuania,1
2020-04-19,luxembourg,1
2020-04-19,malaysia,0.94139650872818
2020-04-19,mali,0
2020-04-19,mexico,0
2020-04-19,moldova,0
2020-04-19,morocco,1
2020-04-19,netherlands,1
2020-04-19,newzealand,1
2020-04-19,nicaragua,0
2020-04-19,niger,1
2020-04-19,nigeria,0
2020-04-19,northmacedonia,0.993765586034913
2020-04-19,norway,1
2020-04-19,oman,0
2020-04-19,pakistan,0
2020-04-19,panama,0
2020-04-19,peru,0
2020-04-19,philippines,0.718827930174564
2020-04-19,poland,0
2020-04-19,portugal,0.999376558603491
2020-04-19,qatar,0
2020-04-19,romania,0.984413965087282
2020-04-19,russia,0
2020-04-19,sanmarino,1
2020-04-19,saudiarabia,0
2020-04-19,senegal,0
2020-04-19,serbia,0.999376558603491
2020-04-19,sierraleone,0
2020-04-19,singapore,0
2020-04-19,slovakia,1
2020-04-19,slovenia,1
2020-04-19,somalia,0
2020-04-19,southafrica,0
2020-04-19,southkorea,1
2020-04-19,spain,1
2020-04-19,sudan,0
2020-04-19,sweden,0
2020-04-19,switzerland,1
2020-04-19,tajikistan,0
2020-04-19,tanzania,0
2020-04-19,thailand,1
2020-04-19,tunisia,0.999376558603491
2020-04-19,turkey,0.997506234413965
2020-04-19,ukraine,0
2020-04-19,unitedarabemirates,0
2020-04-19,unitedkingdom,0.993765586034913
2020-04-19,uruguay,0.96072319201995
2020-04-19,us,0
2020-04-19,yemen,0
2020-04-26,afghanistan,0
2020-04-26,albania,0.89214463840399
2020-04-26,algeria,0
2020-04-26,andorra,0.999376558603491
2020-04-26,argentina,0
2020-04-26,armenia,0
2020-04-26,australia,1
2020-04-26,austria,1
2020-04-26,azerbaijan,0
2020-04-26,bangladesh,0
2020-04-26,belarus,0.723815461346633
2020-04-26,belgium,1
2020-04-26,bolivia,0
2020-04-26,bosniaandherzegovina,0
2020-04-26,brazil,0
2020-04-26,bulgaria,1
2020-04-26,burkinafaso,0.499844091050826
2020-04-26,cameroon,0
2020-04-26,canada,0.981296758104738
2020-04-26,chad,0
2020-04-26,chile,0
2020-04-26,china,1
2020-04-26,colombia,0
2020-04-26,cotedivoire,0
2020-04-26,croatia,1
2020-04-26,cuba,0
2020-04-26,czechia,1
2020-04-26,democraticcongo,0
2020-04-26,denmark,1
2020-04-26,dominicanrepublic,0
2020-04-26,ecuador,1
2020-04-26,egypt,0
2020-04-26,elsalvador,0
2020-04-26,estonia,1
2020-04-26,finland,1
2020-04-26,france,1
2020-04-26,germany,1
2020-04-26,ghana,0
2020-04-26,greece,1
2020-04-26,guatemala,0
2020-04-26,guinea,0
2020-04-26,haiti,0
2020-04-26,honduras,0
2020-04-26,hungary,1
2020-04-26,india,0
2020-04-26,indonesia,0
2020-04-26,iran,0.832917705735661
2020-04-26,iraq,0
2020-04-26,ireland,1
2020-04-26,israel,1
2020-04-26,italy,1
2020-04-26,japan,1
2020-04-26,kazakhstan,0
2020-04-26,kenya,0
2020-04-26,kosovo,0.999376558603491
2020-04-26,kuwait,0
2020-04-26,latvia,1
2020-04-26,lebanon,0
2020-04-26,liberia,0.654905335628227
2020-04-26,lithuania,1
2020-04-26,luxembourg,1
2020-04-26,malaysia,0.94139650872818
2020-04-26,mali,0
2020-04-26,mexico,0
2020-04-26,moldova,0
2020-04-26,morocco,1
2020-04-26,netherlands,1
2020-04-26,newzealand,1
2020-04-26,nicaragua,0
2020-04-26,niger,1
2020-04-26,nigeria,0
2020-04-26,northmacedonia,0.993765586034913
2020-04-26,norway,1
2020-04-26,oman,0
2020-04-26,pakistan,0
2020-04-26,panama,0
2020-04-26,peru,0
2020-04-26,philippines,0.718827930174564
2020-04-26,poland,0
2020-04-26,portugal,0.999376558603491
2020-04-26,qatar,0
2020-04-26,romania,0.984413965087282
2020-04-26,russia,0
2020-04-26,sanmarino,1
2020-04-26,saudiarabia,0
2020-04-26,senegal,0
2020-04-26,serbia,0.999376558603491
2020-04-26,sierraleone,0
2020-04-26,singapore,0.974438902743142
2020-04-26,slovakia,1
2020-04-26,slovenia,1
2020-04-26,somalia,0
2020-04-26,southafrica,0
2020-04-26,southkorea,1
2020-04-26,spain,1
2020-04-26,sudan,0
2020-04-26,sweden,0.784912718204489
2020-04-26,switzerland,1
2020-04-26,tajikistan,0
2020-04-26,tanzania,0
2020-04-26,thailand,1
2020-04-26,tunisia,0.999376558603491
2020-04-26,turkey,0.997506234413965
2020-04-26,ukraine,0.816708229426434
2020-04-26,unitedarabemirates,0
2020-04-26,unitedkingdom,0.993765586034913
2020-04-26,uruguay,0.96072319201995
2020-04-26,us,0.958852867830424
2020-04-26,yemen,0
2020-05-03,afghanistan,0
2020-05-03,albania,0.89214463840399
2020-05-03,algeria,0.284912718204489
2020-05-03,andorra,0.999376558603491
2020-05-03,argentina,0
2020-05-03,armenia,0
2020-05-03,australia,1
2020-05-03,austria,1
2020-05-03,azerbaijan,0
2020-05-03,bangladesh,0
2020-05-03,belarus,0.723815461346633
2020-05-03,belgium,1
2020-05-03,bolivia,0
2020-05-03,bosniaandherzegovina,0.999376558603491
2020-05-03,brazil,0
2020-05-03,bulgaria,1
2020-05-03,burkinafaso,0.499844091050826
2020-05-03,cameroon,0
2020-05-03,canada,0.981296758104738
2020-05-03,chad,0
2020-05-03,chile,0
2020-05-03,china,1
2020-05-03,colombia,0
2020-05-03,cotedivoire,0
2020-05-03,croatia,1
2020-05-03,cuba,1
2020-05-03,czechia,1
2020-05-03,democraticcongo,0
2020-05-03,denmark,1
2020-05-03,dominicanrepublic,0
2020-05-03,ecuador,1
2020-05-03,egypt,0
2020-05-03,elsalvador,0
2020-05-03,estonia,1
2020-05-03,finland,1
2020-05-03,france,1
2020-05-03,germany,1
2020-05-03,ghana,0
2020-05-03,greece,1
2020-05-03,guatemala,0
2020-05-03,guinea,0
2020-05-03,haiti,0
2020-05-03,honduras,0
2020-05-03,hungary,1
2020-05-03,india,0
2020-05-03,indonesia,0
2020-05-03,iran,0.832917705735661
2020-05-03,iraq,0
2020-05-03,ireland,1
2020-05-03,israel,1
2020-05-03,italy,1
2020-05-03,japan,1
2020-05-03,kazakhstan,0
2020-05-03,kenya,0
2020-05-03,kosovo,0.999376558603491
2020-05-03,kuwait,0
2020-05-03,latvia,1
2020-05-03,lebanon,0
2020-05-03,liberia,0.982358003442341
2020-05-03,lithuania,1
2020-05-03,luxembourg,1
2020-05-03,malaysia,0.94139650872818
2020-05-03,mali,0.677680798004988
2020-05-03,mexico,0
2020-05-03,moldova,0
2020-05-03,morocco,1
2020-05-03,netherlands,1
2020-05-03,newzealand,1
2020-05-03,nicaragua,0
2020-05-03,niger,1
2020-05-03,nigeria,0
2020-05-03,northmacedonia,0.993765586034913
2020-05-03,norway,1
2020-05-03,oman,0
2020-05-03,pakistan,0
2020-05-03,panama,0.478802992518703
2020-05-03,peru,0
2020-05-03,philippines,0.718827930174564
2020-05-03,poland,0
2020-05-03,portugal,0.999376558603491
2020-05-03,qatar,0
2020-05-03,romania,0.984413965087282
2020-05-03,russia,0
2020-05-03,sanmarino,1
2020-05-03,saudiarabia,0
2020-05-03,senegal,0
2020-05-03,serbia,0.999376558603491
2020-05-03,sierraleone,0
2020-05-03,singapore,0.974438902743142
2020-05-03,slovakia,1
2020-05-03,slovenia,1
2020-05-03,somalia,0
2020-05-03,southafrica,0
2020-05-03,southkorea,1
2020-05-03,spain,1
2020-05-03,sudan,0
2020-05-03,sweden,0.784912718204489
2020-05-03,switzerland,1
2020-05-03,tajikistan,0
2020-05-03,tanzania,1
2020-05-03,thailand,1
2020-05-03,tunisia,0.999376558603491
2020-05-03,turkey,0.997506234413965
2020-05-03,ukraine,0.816708229426434
2020-05-03,unitedarabemirates,0
2020-05-03,unitedkingdom,0.993765586034913
2020-05-03,uruguay,0.96072319201995
2020-05-03,us,0.958852867830424
2020-05-03,yemen,0
2020-05-10,afghanistan,0
2020-05-10,albania,0.89214463840399
2020-05-10,algeria,0.284912718204489
2020-05-10,andorra,0.999376558603491
2020-05-10,argentina,0
2020-05-10,armenia,0
2020-05-10,australia,1
2020-05-10,austria,1
2020-05-10,azerbaijan,0
2020-05-10,bangladesh,0
2020-05-10,belarus,0.723815461346633
2020-05-10,belgium,1
2020-05-10,bolivia,0
2020-05-10,bosniaandherzegovina,0.999376558603491
2020-05-10,brazil,0
2020-05-10,bulgaria,1
2020-05-10,burkinafaso,0.999688182101653
2020-05-10,cameroon,0
2020-05-10,canada,0.981296758104738
2020-05-10,chad,0.947007481296758
2020-05-10,chile,0
2020-05-10,china,1
2020-05-10,colombia,0
2020-05-10,cotedivoire,0
2020-05-10,croatia,1
2020-05-10,cuba,1
2020-05-10,czechia,1
2020-05-10,democraticcongo,0
2020-05-10,denmark,1
2020-05-10,dominicanrepublic,0.609102244389027
2020-05-10,ecuador,1
2020-05-10,egypt,0
2020-05-10,elsalvador,0
2020-05-10,estonia,1
2020-05-10,finland,1
2020-05-10,france,1
2020-05-10,germany,1
2020-05-10,ghana,0.966334164588529
2020-05-10,greece,1
2020-05-10,guatemala,0
2020-05-10,guinea,0
2020-05-10,haiti,0
2020-05-10,honduras,0
2020-05-10,hungary,1
2020-05-10,india,0
2020-05-10,indonesia,0
2020-05-10,iran,0.832917705735661
2020-05-10,iraq,0
2020-05-10,ireland,1
2020-05-10,israel,1
2020-05-10,italy,1
2020-05-10,japan,1
2020-05-10,kazakhstan,0
2020-05-10,kenya,0
2020-05-10,kosovo,0.999376558603491
2020-05-10,kuwait,0
2020-05-10,latvia,1
2020-05-10,lebanon,0
2020-05-10,liberia,0.982358003442341
2020-05-10,lithuania,1
2020-05-10,luxembourg,1
2020-05-10,malaysia,0.94139650872818
2020-05-10,mali,0.677680798004988
2020-05-10,mexico,0
2020-05-10,moldova,0
2020-05-10,morocco,1
2020-05-10,netherlands,1
2020-05-10,newzealand,1
2020-05-10,nicaragua,0
2020-05-10,niger,1
2020-05-10,nigeria,0
2020-05-10,northmacedonia,0.993765586034913
2020-05-10,norway,1
2020-05-10,oman,0
2020-05-10,pakistan,0
2020-05-10,panama,0.478802992518703
2020-05-10,peru,0
2020-05-10,philippines,0.718827930174564
2020-05-10,poland,0
2020-05-10,portugal,0.999376558603491
2020-05-10,qatar,0
2020-05-10,romania,0.984413965087282
2020-05-10,russia,0
2020-05-10,sanmarino,1
2020-05-10,saudiarabia,0
2020-05-10,senegal,0
2020-05-10,serbia,0.999376558603491
2020-05-10,sierraleone,0
2020-05-10,singapore,0.974438902743142
2020-05-10,slovakia,1
2020-05-10,slovenia,1
2020-05-10,somalia,0
2020-05-10,southafrica,0
2020-05-10,southkorea,1
2020-05-10,spain,1
2020-05-10,sudan,0
2020-05-10,sweden,0.784912718204489
2020-05-10,switzerland,1
2020-05-10,tajikistan,0
2020-05-10,tanzania,1
2020-05-10,thailand,1
2020-05-10,tunisia,0.999376558603491
2020-05-10,turkey,0.997506234413965
2020-05-10,ukraine,0.816708229426434
2020-05-10,unitedarabemirates,0
2020-05-10,unitedkingdom,0.993765586034913
2020-05-10,uruguay,0.96072319201995
2020-05-10,us,0.958852867830424
2020-05-10,yemen,0
2020-05-17,afghanistan,0
2020-05-17,albania,0.89214463840399
